movie_modified,genres,gross,budget,net_profit,title_year,imdb_score,image_url,dominant_colors_array,dominant_color
Guardians of the Galaxy,Action|Adventure|Comedy,774176600,170000000,604176600,2014,8.1,https://m.media-amazon.com/images/M/MV5BMTAwMjU5OTgxNjZeQTJeQWpwZ15BbWU4MDUxNDYxODEx._V1_.jpg,"[['#15131c', 0.5320640376266281], ['#4c5977', 0.2836779802821997], ['#c0b1ad', 0.18425798209117222]]",#15131c
Madagascar 3: Europe's Most Wanted,Adventure|Animation|Comedy,746921274,145000000,601921274,2012,6.8,https://m.media-amazon.com/images/M/MV5BMTM2MTIzNzk2MF5BMl5BanBnXkFtZTcwMDcwMzQxNw@@._V1_.jpg,"[['#2e333b', 0.2360709494498557], ['#acd4cc', 0.24202368269751082], ['#1181bb', 0.5219053678526335]]",#1181bb
Indiana Jones and the Kingdom of the Crystal Skull,Action|Adventure,786636033,185000000,601636033,2008,6.2,https://m.media-amazon.com/images/M/MV5BMTIxNDUxNzcyMl5BMl5BanBnXkFtZTcwNTgwOTI3MQ@@._V1_.jpg,"[['#1f120a', 0.48194082840236685], ['#86552a', 0.3136923076923077], ['#deaf74', 0.20436686390532544]]",#1f120a
The Matrix Reloaded,Action|Sci-Fi,742128461,150000000,592128461,2003,7.2,https://m.media-amazon.com/images/M/MV5BODE0MzZhZTgtYzkwYi00YmI5LThlZWYtOWRmNWE5ODk0NzMxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,"[['#9fbb95', 0.18772604166666668], ['#030c0f', 0.584728125], ['#28564b', 0.22754583333333334]]",#030c0f
Shrek Forever After,Adventure|Animation|Comedy,752600867,165000000,587600867,2010,6.3,https://m.media-amazon.com/images/M/MV5BMTY0OTU1NzkxMl5BMl5BanBnXkFtZTcwMzI2NDUzMw@@._V1_.jpg,"[['#2f4652', 0.3323566610455312], ['#d1e4e6', 0.3828077571669477], ['#a67b52', 0.28483558178752105]]",#d1e4e6
Spider-Man 2,Action|Adventure|Sci-Fi,783766341,200000000,583766341,2004,7.3,https://m.media-amazon.com/images/M/MV5BMzY2ODk4NmUtOTVmNi00ZTdkLTlmOWYtMmE2OWVhNTU2OTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#da9753', 0.2189100321813348], ['#1d0707', 0.39091926682524136], ['#9b271d', 0.3901707009934238]]",#1d0707
Ice Age: The Meltdown,Adventure|Animation|Comedy,660940780,80000000,580940780,2006,6.8,https://m.media-amazon.com/images/M/MV5BMjAwODg3OTAxMl5BMl5BanBnXkFtZTcwMjg2NjYyMw@@._V1_.jpg,"[['#acd4dc', 0.26767062658170643], ['#2f2624', 0.3052110871972162], ['#168196', 0.4271182862210774]]",#168196
Maleficent,Action|Adventure|Family,758539785,180000000,578539785,2014,7,https://m.media-amazon.com/images/M/MV5BMjAwMzAzMzExOF5BMl5BanBnXkFtZTgwOTcwMDA5MTE@._V1_.jpg,"[['#eaf1f3', 0.5602218252532561], ['#0a0f16', 0.3837441915023517], ['#546b79', 0.05603398324439218]]",#eaf1f3
Suicide Squad,Action|Adventure|Fantasy,746846894,175000000,571846894,2016,6,https://m.media-amazon.com/images/M/MV5BMjM1OTMxNzUyM15BMl5BanBnXkFtZTgwNjYzMTIzOTE@._V1_.jpg,"[['#aac1a4', 0.5275027417239508], ['#161210', 0.2763300894310782], ['#8b5957', 0.19616716884497107]]",#aac1a4
2012,Action|Adventure|Sci-Fi,769679473,200000000,569679473,2009,5.8,https://m.media-amazon.com/images/M/MV5BMTY0MjEyODQzMF5BMl5BanBnXkFtZTcwMTczMjQ4Mg@@._V1_.jpg,"[['#101719', 0.5001126802884616], ['#c9d4dc', 0.30419957309052975], ['#546f87', 0.1956877466210087]]",#101719
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure|Family|Fantasy,745013115,180000000,565013115,2005,6.9,https://m.media-amazon.com/images/M/MV5BMTc0NTUwMTU5OV5BMl5BanBnXkFtZTcwNjAwNzQzMw@@._V1_.jpg,"[['#cdd7cb', 0.27840316166516244], ['#2f4c49', 0.4025009871389892], ['#917f5b', 0.3190958511958484]]",#2f4c49
Transformers,Action|Adventure|Sci-Fi,709709780,150000000,559709780,2007,7.1,https://m.media-amazon.com/images/M/MV5BNDg1NTU2OWEtM2UzYi00ZWRmLWEwMTktZWNjYWQ1NWM1OThjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#813c21', 0.3180619235836627], ['#b6a99c', 0.20329380764163374], ['#291316', 0.47864426877470356]]",#291316
Mamma Mia!,Comedy|Musical|Romance,609841637,52000000,557841637,2008,6.4,https://m.media-amazon.com/images/M/MV5BMTA2MDU0MjM0MzReQTJeQWpwZ15BbWU3MDYwNzgwNzE@._V1_.jpg,"[['#755358', 0.20836888888888888], ['#d8e8f7', 0.5917274074074074], ['#9abdd6', 0.1999037037037037]]",#d8e8f7
Up,Adventure|Animation|Comedy,731342744,175000000,556342744,2009,8.2,https://m.media-amazon.com/images/M/MV5BMTk3NDE2NzI4NF5BMl5BanBnXkFtZTgwNzE1MzEyMTE@._V1_.jpg,"[['#cccfd1', 0.26536503001715267], ['#363f27', 0.38212505360205834], ['#5384ad', 0.35250991638078905]]",#363f27
Mission: Impossible - Rogue Nation,Action|Adventure|Thriller,700868363,150000000,550868363,2015,7.4,https://m.media-amazon.com/images/M/MV5BOTFmNDA3ZjMtN2Y0MC00NDYyLWFlY2UtNTQ4OTQxMmY1NmVjXkEyXkFqcGdeQXVyNTg4NDQ4NDY@._V1_.jpg,"[['#f8f6eb', 0.5745464653558052], ['#32140c', 0.18689467755149813], ['#c88d55', 0.23855885709269664]]",#f8f6eb
Mission: Impossible - Ghost Protocol,Action|Adventure|Thriller,694713380,145000000,549713380,2011,7.4,https://m.media-amazon.com/images/M/MV5BMTY4MTUxMjQ5OV5BMl5BanBnXkFtZTcwNTUyMzg5Ng@@._V1_.jpg,"[['#825027', 0.21417646759761388], ['#eed39c', 0.25762078870661603], ['#2e1a0a', 0.52820274369577]]",#2e1a0a
X-Men: Days of Future Past,Action|Adventure|Sci-Fi,748121534,200000000,548121534,2014,8,https://m.media-amazon.com/images/M/MV5BZGIzNWYzN2YtMjcwYS00YjQ3LWI2NjMtOTNiYTUyYjE2MGNkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#696564', 0.31302270483711747], ['#d5bc8f', 0.37909772951628823], ['#110f11', 0.3078795656465943]]",#d5bc8f
The Lost World: Jurassic Park,Action|Adventure|Sci-Fi,618638999,73000000,545638999,1997,6.5,https://m.media-amazon.com/images/M/MV5BMDFlMmM4Y2QtNDg1ZS00MWVlLTlmODgtZDdhYjY5YjdhN2M0XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg,"[['#161515', 0.8223493208828523], ['#a9a089', 0.07193654499151103], ['#733332', 0.10571413412563667]]",#161515
Captain America: The Winter Soldier,Action|Adventure|Sci-Fi,714766572,170000000,544766572,2014,7.8,https://m.media-amazon.com/images/M/MV5BMzA2NDkwODAwM15BMl5BanBnXkFtZTgwODk5MTgzMTE@._V1_.jpg,"[['#1c2122', 0.50215170661948], ['#d3cfc6', 0.21074239616720086], ['#707671', 0.2871058972133191]]",#1c2122
Monsters University,Adventure|Animation|Comedy,743559607,200000000,543559607,2013,7.3,https://m.media-amazon.com/images/M/MV5BMTUyODgwMDU3M15BMl5BanBnXkFtZTcwOTM4MjcxOQ@@._V1_.jpg,"[['#b9d7e4', 0.372850608707614], ['#a9826b', 0.29350367975789254], ['#384966', 0.3336457115344934]]",#b9d7e4
Dawn of the Planet of the Apes,Action|Adventure|Drama,710644566,170000000,540644566,2014,7.6,https://m.media-amazon.com/images/M/MV5BMTgwODk3NDc1N15BMl5BanBnXkFtZTgwNTc1NjQwMjE@._V1_.jpg,"[['#1e1d1c', 0.37618732510288067], ['#cedacb', 0.38652855967078187], ['#758681', 0.23728411522633744]]",#cedacb
Star Wars: Episode VI - Return of the Jedi,Action|Adventure|Fantasy,572705079,32500000,540205079,1983,8.3,https://m.media-amazon.com/images/M/MV5BOWZlMjFiYzgtMTUzNC00Y2IzLTk1NTMtZmNhMTczNTk0ODk1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,"[['#171620', 0.596396492382004], ['#b5a090', 0.1828472376889068], ['#21517d', 0.22075626992908925]]",#171620
The Incredibles,Action|Adventure|Animation,631442092,92000000,539442092,2004,8,https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_.jpg,"[['#270908', 0.4423624656164041], ['#efca9a', 0.18711198632991582], ['#af331b', 0.3705255480536801]]",#270908
Star Wars: Episode II - Attack of the Clones,Action|Adventure|Fantasy,649398328,115000000,534398328,2002,6.6,https://m.media-amazon.com/images/M/MV5BMDAzM2M0Y2UtZjRmZi00MzVlLTg4MjEtOTE3NzU5ZDVlMTU5XkEyXkFqcGdeQXVyNDUyOTg3Njg@._V1_.jpg,"[['#945c3f', 0.3017054573366066], ['#1e1419', 0.5460896911336518], ['#d5baa1', 0.15220485152974164]]",#1e1419
Fifty Shades of Grey,Drama|Romance|Thriller,571006128,40000000,531006128,2015,4.1,https://m.media-amazon.com/images/M/MV5BMjE1MTM4NDAzOF5BMl5BanBnXkFtZTgwNTMwNjI0MzE@._V1_.jpg,"[['#110e0d', 0.8830745782579273], ['#8d8986', 0.04588068868426141], ['#ebeae8', 0.0710447330578113]]",#110e0d
The Amazing Spider-Man,Action|Adventure|Sci-Fi,757930663,230000000,527930663,2012,7,https://m.media-amazon.com/images/M/MV5BMjMyOTM4MDMxNV5BMl5BanBnXkFtZTcwNjIyNzExOA@@._V1_.jpg,"[['#bdc2ca', 0.12165486683110065], ['#130e19', 0.602472237622194], ['#694056', 0.2758728955467053]]",#130e19
The Martian,Adventure|Drama|Sci-Fi,629281283,108000000,521281283,2015,8,https://m.media-amazon.com/images/M/MV5BMTc2MTQ3MDA1Nl5BMl5BanBnXkFtZTgwODA3OTI4NjE@._V1_.jpg,"[['#927566', 0.34598898121387284], ['#2f2120', 0.44332640895953757], ['#ded4c8', 0.2106846098265896]]",#2f2120
Home Alone,Comedy|Family,533800000,18000000,515800000,1990,7.5,https://m.media-amazon.com/images/M/MV5BMzFkM2YwOTQtYzk2Mi00N2VlLWE3NTItN2YwNDg1YmY0ZDNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,"[['#98c2dc', 0.20030528589892357], ['#490c0c', 0.5730208775554486], ['#c8845d', 0.22667383654562778]]",#490c0c
Kung Fu Panda 2,Action|Adventure|Animation,665692281,150000000,515692281,2011,7.2,https://m.media-amazon.com/images/M/MV5BYzQ0ZWIxZjAtYWI3Yy00MGM0LWFjOGYtNzcyYThiOTA3ODI1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"[['#2a1608', 0.14224275895782534], ['#ebb712', 0.653139967293826], ['#af4f12', 0.20461727374834868]]",#ebb712
Pirates of the Caribbean: The Curse of the Black Pearl,Action|Adventure|Fantasy,654264015,140000000,514264015,2003,8,https://m.media-amazon.com/images/M/MV5BNGYyZGM5MGMtYTY2Ni00M2Y1LWIzNjQtYWUzM2VlNGVhMDNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,"[['#19130f', 0.48473621460506705], ['#af7a52', 0.214876304023845], ['#593e31', 0.30038748137108795]]",#19130f
Interstellar,Adventure|Drama|Sci-Fi,675020017,165000000,510020017,2014,8.6,https://m.media-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,"[['#cedadf', 0.4690102880658436], ['#1f272d', 0.25505029721079103], ['#88949c', 0.27593941472336536]]",#cedadf
The Amazing Spider-Man 2,Action|Adventure|Sci-Fi,708982323,200000000,508982323,2014,6.6,https://m.media-amazon.com/images/M/MV5BOTA5NDYxNTg0OV5BMl5BanBnXkFtZTgwODE5NzU1MTE@._V1_.jpg,"[['#a6c1cb', 0.3278638683127572], ['#83555d', 0.2903627983539095], ['#281a1e', 0.38177333333333335]]",#281a1e
The Hangover Part II,Comedy|Mystery,586764305,80000000,506764305,2011,6.5,https://m.media-amazon.com/images/M/MV5BMTM2MTM4MzY2OV5BMl5BanBnXkFtZTcwNjQ3NzI4NA@@._V1_.jpg,"[['#27120a', 0.29633591492052025], ['#ebd9b8', 0.23385496635657516], ['#976a3e', 0.46980911872290465]]",#976a3e
Kung Fu Panda,Action|Adventure|Animation,631744560,130000000,501744560,2008,7.6,https://m.media-amazon.com/images/M/MV5BODJkZTZhMWItMDI3Yy00ZWZlLTk4NjQtOTI1ZjU5NjBjZTVjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_.jpg,"[['#d7a567', 0.18461696357484075], ['#d03114', 0.43979212281050956], ['#2a180e', 0.3755909136146497]]",#d03114
Fast Five,Action|Adventure|Thriller,626137675,125000000,501137675,2011,7.3,https://m.media-amazon.com/images/M/MV5BMTUxNTk5MTE0OF5BMl5BanBnXkFtZTcwMjA2NzY3NA@@._V1_.jpg,"[['#3b6b90', 0.49905692662059886], ['#a8bac5', 0.3797196446199408], ['#27282a', 0.12122342875946035]]",#3b6b90
Men in Black,Action|Adventure|Comedy,589390539,90000000,499390539,1997,7.3,https://m.media-amazon.com/images/M/MV5BOTlhYTVkMDktYzIyNC00NzlkLTlmN2ItOGEyMWQ4OTA2NDdmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,"[['#0e1316', 0.7419966666666666], ['#f2f4f5', 0.103352], ['#3f4d70', 0.15465133333333334]]",#0e1316
Ted,Comedy|Fantasy,549368315,50000000,499368315,2012,6.9,https://m.media-amazon.com/images/M/MV5BMTQ1OTU0ODcxMV5BMl5BanBnXkFtZTcwOTMxNTUwOA@@._V1_.jpg,"[['#ada396', 0.20690398721481051], ['#4d4e35', 0.2362227650087007], ['#e0e0de', 0.5568732477764888]]",#e0e0de
The Hunger Games: Mockingjay - Part 2,Action|Adventure|Sci-Fi,653428261,160000000,493428261,2015,6.6,https://m.media-amazon.com/images/M/MV5BNjQzNDI2NTU1Ml5BMl5BanBnXkFtZTgwNTAyMDQ5NjE@._V1_.jpg,"[['#b9250a', 0.2798250307396065], ['#1f0403', 0.5902385074471047], ['#eeb54d', 0.1299364618132888]]",#1f0403
Big Hero 6,Action|Adventure|Animation,657827828,165000000,492827828,2014,7.8,https://m.media-amazon.com/images/M/MV5BMDliOTIzNmUtOTllOC00NDU3LWFiNjYtMGM0NDc1YTMxNjYxXkEyXkFqcGdeQXVyNTM3NzExMDQ@._V1_.jpg,"[['#dde3e9', 0.4958230215622689], ['#a4b5c4', 0.4447287293053422], ['#b41a22', 0.059448249132388914]]",#dde3e9
Life of Pi,Adventure|Drama|Fantasy,609016565,120000000,489016565,2012,7.9,https://m.media-amazon.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_.jpg,"[['#c8a38d', 0.4447196765498652], ['#e5ccbc', 0.423099730458221], ['#7f5348', 0.13218059299191376]]",#c8a38d
American Sniper,Action|Biography|Drama,547326372,58800000,488526372,2014,7.3,https://m.media-amazon.com/images/M/MV5BMTkxNzI3ODI4Nl5BMl5BanBnXkFtZTgwMjkwMjY4MjE@._V1_.jpg,"[['#4d4540', 0.32904291221960924], ['#dedfe0', 0.5688204509994573], ['#938079', 0.10213663678093343]]",#dedfe0
How to Train Your Dragon 2,Action|Adventure|Animation,621537519,145000000,476537519,2014,7.8,https://m.media-amazon.com/images/M/MV5BMzMwMTAwODczN15BMl5BanBnXkFtZTgwMDk2NDA4MTE@._V1_.jpg,"[['#826153', 0.20066098159370477], ['#161615', 0.5425073206856006], ['#b4d0d1', 0.25683169772069464]]",#161615
Aladdin,Adventure|Animation|Comedy,504050219,28000000,476050219,1992,8,https://m.media-amazon.com/images/M/MV5BY2Q2NDI1MjUtM2Q5ZS00MTFlLWJiYWEtNTZmNjQ3OGJkZDgxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg,"[['#553e68', 0.3669012547735952], ['#ead6c8', 0.1508947081287507], ['#271d2a', 0.48220403709765414]]",#271d2a
Thor: The Dark World,Action|Adventure,644783140,170000000,474783140,2013,6.9,https://m.media-amazon.com/images/M/MV5BMTQyNzAwOTUxOF5BMl5BanBnXkFtZTcwMTE0OTc5OQ@@._V1_.jpg,"[['#13232e', 0.4248229043683589], ['#b7beb4', 0.21734946871310507], ['#4f6a72', 0.35782762691853603]]",#13232e
Hancock,Action|Drama|Fantasy,624386746,150000000,474386746,2008,6.4,https://m.media-amazon.com/images/M/MV5BMTgyMzc4ODU3NV5BMl5BanBnXkFtZTcwNjk5Mzc1MQ@@._V1_.jpg,"[['#765650', 0.35620993190499917], ['#bea59b', 0.27085866135193487], ['#281717', 0.37293140674306596]]",#281717
Despicable Me,Animation|Comedy|Family,543113985,69000000,474113985,2010,7.7,https://m.media-amazon.com/images/M/MV5BMTY3NjY0MTQ0Nl5BMl5BanBnXkFtZTcwMzQ2MTc0Mw@@._V1_.jpg,"[['#1e3c5a', 0.4988463310299441], ['#c5cad8', 0.3740302731161566], ['#be883c', 0.1271233958538993]]",#1e3c5a
Ratatouille,Adventure|Animation|Comedy,623722818,150000000,473722818,2007,8,https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_.jpg,"[['#9d8c81', 0.34011297598589], ['#dad3ce', 0.44262236003075256], ['#362f41', 0.21726466398335745]]",#dad3ce
Night at the Museum,Adventure|Comedy|Family,574480841,110000000,464480841,2006,6.4,https://m.media-amazon.com/images/M/MV5BMTQyOTM4MDMxN15BMl5BanBnXkFtZTcwODg5NTQzMw@@._V1_.jpg,"[['#8d6136', 0.22708142943116977], ['#1f100a', 0.6345674566467546], ['#edd7a3', 0.1383511139220756]]",#1f100a
Jaws,Adventure|Drama|Thriller,470653000,8000000,462653000,1975,8,https://m.media-amazon.com/images/M/MV5BMmVmODY1MzEtYTMwZC00MzNhLWFkNDMtZjAwM2EwODUxZTA5XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,"[['#5387aa', 0.30783778501628667], ['#0e0e22', 0.5382840390879479], ['#eff2f6', 0.15387817589576547]]",#0e0e22
War of the Worlds,Adventure|Sci-Fi|Thriller,591745540,132000000,459745540,2005,6.5,https://m.media-amazon.com/images/M/MV5BNDUyODAzNDI1Nl5BMl5BanBnXkFtZTcwMDA2NDAzMw@@._V1_.jpg,"[['#060102', 0.755153727565837], ['#bba58c', 0.09118423351821789], ['#643939', 0.15366203891594515]]",#060102
Madagascar,Adventure|Animation|Comedy,532680671,75000000,457680671,2005,6.9,https://m.media-amazon.com/images/M/MV5BN2I5YzFlYWEtZjRhNy00ZmQzLWJhNTktZGIwYjFjODdmNDgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#1b1517', 0.42773220486111113], ['#d3bc80', 0.22873408564814815], ['#4d4751', 0.34353370949074075]]",#1b1517
Madagascar: Escape 2 Africa,Adventure|Animation|Comedy,603900354,150000000,453900354,2008,6.7,https://m.media-amazon.com/images/M/MV5BMjExMDA4NDcwMl5BMl5BanBnXkFtZTcwODAxNTQ3MQ@@._V1_.jpg,"[['#2f3b33', 0.23176575571667596], ['#6da84b', 0.3561048522030117], ['#c4c55b', 0.41212939208031235]]",#c4c55b
The Smurfs,Adventure|Animation|Comedy,563749323,110000000,453749323,2011,5.5,https://m.media-amazon.com/images/M/MV5BOTUzNTczYTMtMzdkOC00ODlkLTk1NDMtYWYxMzQyYzI1YmVjXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_.jpg,"[['#9ba6a9', 0.3445769169749884], ['#5b6365', 0.3074843067702956], ['#222322', 0.34793877625471603]]",#222322
The Croods,Action|Adventure|Animation,587204668,135000000,452204668,2013,7.2,https://m.media-amazon.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_.jpg,"[['#c2c5b6', 0.35802843117317423], ['#42382b', 0.44579266088214026], ['#20aec9', 0.19617890794468545]]",#42382b
The Simpsons Movie,Adventure|Animation|Comedy,526745137,75000000,451745137,2007,7.3,https://m.media-amazon.com/images/M/MV5BMTgxMDczMTA5N15BMl5BanBnXkFtZTcwMzk1MzMzMw@@._V1_.jpg,"[['#fcf4dc', 0.6426320545708956], ['#080606', 0.0934482859141791], ['#ecbd33', 0.26391965951492535]]",#fcf4dc
Pretty Woman,Comedy|Romance,463406268,14000000,449406268,1990,7,https://m.media-amazon.com/images/M/MV5BNjk2ODQzNDYxNV5BMl5BanBnXkFtZTgwMTcyNDg4NjE@._V1_.jpg,"[['#e1396e', 0.1580618903464514], ['#e8e6e3', 0.6174746047763202], ['#221a22', 0.22446350487722838]]",#e8e6e3
Casino Royale,Action|Adventure|Thriller,599045960,150000000,449045960,2006,8,https://m.media-amazon.com/images/M/MV5BMDI5ZWJhOWItYTlhOC00YWNhLTlkNzctNDU5YTI1M2E1MWZhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,"[['#0f1721', 0.42299596503026227], ['#bac8ce', 0.3261358439811701], ['#586c7f', 0.2508681909885676]]",#0f1721
Casino Royale,Action|Adventure|Thriller,599045960,150000000,449045960,2006,8,https://m.media-amazon.com/images/M/MV5BMDI5ZWJhOWItYTlhOC00YWNhLTlkNzctNDU5YTI1M2E1MWZhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,"[['#0f1721', 0.42299596503026227], ['#bac8ce', 0.3261358439811701], ['#586c7f', 0.2508681909885676]]",#0f1721
Cinderella,Drama|Family|Fantasy,543514353,95000000,448514353,2015,6.9,https://m.media-amazon.com/images/M/MV5BMjMxODYyODEzN15BMl5BanBnXkFtZTgwMDk4OTU0MzE@._V1_.jpg,"[['#1f242c', 0.358736559899602], ['#465675', 0.3574356542827424], ['#758eaf', 0.28382778581765555]]",#1f242c
Cinderella,Drama|Family|Fantasy,543514353,95000000,448514353,2015,6.9,https://m.media-amazon.com/images/M/MV5BMjMxODYyODEzN15BMl5BanBnXkFtZTgwMDk4OTU0MzE@._V1_.jpg,"[['#1f242c', 0.358736559899602], ['#465675', 0.3574356542827424], ['#758eaf', 0.28382778581765555]]",#1f242c
"Monsters, Inc.",Adventure|Animation|Comedy,562816256,115000000,447816256,2001,8.1,https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_.jpg,"[['#fbfcfb', 0.5599896296296296], ['#26515c', 0.21452888888888888], ['#7fb7ab', 0.22548148148148148]]",#fbfcfb
Iron Man,Action|Adventure|Sci-Fi,585174222,140000000,445174222,2008,7.9,https://m.media-amazon.com/images/M/MV5BMTczNTI2ODUwOF5BMl5BanBnXkFtZTcwMTU0NTIzMw@@._V1_.jpg,"[['#0e0c14', 0.7553732136396527], ['#d8c5a7', 0.08381266393813314], ['#514c5d', 0.16081412242221418]]",#0e0c14
Man of Steel,Action|Adventure|Sci-Fi,668045518,225000000,443045518,2013,7.1,https://m.media-amazon.com/images/M/MV5BMTk5ODk1NDkxMF5BMl5BanBnXkFtZTcwNTA5OTY0OQ@@._V1_.jpg,"[['#0a0e13', 0.476918349429324], ['#b5bdc4', 0.22574919520046824], ['#51626a', 0.2973324553702078]]",#0a0e13
Mission: Impossible II,Action|Adventure|Thriller,565400000,125000000,440400000,2000,6.1,https://m.media-amazon.com/images/M/MV5BN2RkYWVkZDQtNTMxMi00NWQ4LWE2ODctNmQzOWM2NjQzYzdlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"[['#c76531', 0.39674662668665667], ['#220607', 0.5444182908545727], ['#f9f8f5', 0.058835082458770616]]",#220607
Meet the Fockers,Comedy|Romance,516642939,80000000,436642939,2004,6.3,https://m.media-amazon.com/images/M/MV5BMWZjODQxMWMtZmIzYS00YjMwLWFiZTctYmFiZmJiNjljYWVmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#fdfdfd', 0.8784143518518519], ['#772133', 0.0652356252857796], ['#bfa7a7', 0.056350022862368544]]",#fdfdfd
I Am Legend,Drama|Sci-Fi|Thriller,585349010,150000000,435349010,2007,7.2,https://m.media-amazon.com/images/M/MV5BYTE1ZTBlYzgtNmMyNS00ZTQ2LWE4NjEtZjUxNDJkNTg2MzlhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,"[['#2d2212', 0.4416525562985825], ['#efe19d', 0.2687867941243713], ['#a5833f', 0.2895606495770462]]",#2d2212
Sherlock Holmes,Action|Adventure|Crime,524028679,90000000,434028679,2009,7.6,https://m.media-amazon.com/images/M/MV5BMTg0NjEwNjUxM15BMl5BanBnXkFtZTcwMzk0MjQ5Mg@@._V1_.jpg,"[['#11282e', 0.3891226371599816], ['#4e787d', 0.4174052558782849], ['#afc5c7', 0.19347210696173353]]",#4e787d
The Hangover,Comedy,467483912,35000000,432483912,2009,7.7,https://m.media-amazon.com/images/M/MV5BNGQwZjg5YmYtY2VkNC00NzliLTljYTctNzI5NmU3MjE2ODQzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_.jpg,"[['#976c46', 0.34691356637068677], ['#ead8b7', 0.3072447173204451], ['#170a07', 0.3458417163088682]]",#976c46
Indiana Jones and the Last Crusade,Action|Adventure,474171806,48000000,426171806,1989,8.2,https://m.media-amazon.com/images/M/MV5BMjNkMzc2N2QtNjVlNS00ZTk5LTg0MTgtODY2MDAwNTMwZjBjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,"[['#a2674c', 0.44913954189270644], ['#d4a77a', 0.2977236286919831], ['#502a23', 0.2531368294153104]]",#a2674c
Puss in Boots,Action|Adventure|Animation,554987477,130000000,424987477,2011,6.6,https://m.media-amazon.com/images/M/MV5BMTMxMTU5MTY4MV5BMl5BanBnXkFtZTcwNzgyNjg2NQ@@._V1_.jpg,"[['#dc790d', 0.4193340277777778], ['#541f05', 0.3096305555555556], ['#f9d54e', 0.27103541666666664]]",#dc790d
Shrek,Adventure|Animation|Comedy,484409218,60000000,424409218,2001,7.9,https://m.media-amazon.com/images/M/MV5BOGZhM2FhNTItODAzNi00YjA0LWEyN2UtNjJlYWQzYzU1MDg5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#0689d8', 0.19435484938762], ['#576c24', 0.3937027474346243], ['#d9e6c7', 0.4119424031777557]]",#d9e6c7
Iron Man 2,Action|Adventure|Sci-Fi,623933331,200000000,423933331,2010,7,https://m.media-amazon.com/images/M/MV5BMTM0MDgwNjMyMl5BMl5BanBnXkFtZTcwNTg3NzAzMw@@._V1_.jpg,"[['#5b4238', 0.18983333116486034], ['#bcb8b1', 0.058954709272824264], ['#090607', 0.7512119595623155]]",#090607
Sherlock Holmes: A Game of Shadows,Action|Adventure|Crime,545448418,125000000,420448418,2011,7.5,https://m.media-amazon.com/images/M/MV5BMTQwMzQ5Njk1MF5BMl5BanBnXkFtZTcwNjIxNzIxNw@@._V1_.jpg,"[['#020812', 0.6145662564444645], ['#93b6cc', 0.13300011023426195], ['#28536c', 0.2524336333212735]]",#020812
